index,label,sentence,POS,FGPOS,w_index,split,label_bin,is_verb,target_idx,tokens,target_word,lemma,sent_len,lemma_freq_in_sample
fef-fragment03 638,1,"Substituting the above equation into eqn ( 3.1 ) we get formula , or using the vector relation ( eqn ( A.6 ) ) we obtain the modified form formula .",VERB,VB,25,train,1,True,25,"['Substituting', 'the', 'above', 'equation', 'into', 'eqn', '(', '3.1', ')', 'we', 'get', 'formula', ',', 'or', 'using', 'the', 'vector', 'relation', '(', 'eqn', '(', 'A.6', ')', ')', 'we', 'obtain', 'the', 'modified', 'form', 'formula', '.']",obtain,obtain,31,14
a1u-fragment04 147,1,"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",VERB,VBN,32,test,1,True,32,"['In', 'a', 'large', ',', 'prefabricated', 'shed', 'we', 'wandered', 'past', 'stacks', 'of', '45-gallon', 'drums', 'of', 'PCBs', ',', 'two', 'drums', 'high', ',', 'about', '10', 'deep', ';', 'and', 'there', 'were', 'contaminated', 'transformers', 'waiting', 'to', 'be', 'cut', 'up', 'and', 'roasted', 'in', 'the', 'flames', '.']",cut,cut,40,16
as6-fragment01 56,0,"Or on the social or physical environment — the replacement of companionably unhygienic slums by soulless tower blocks with broken lifts ( Coleman et al . ,",VERB,VBN,19,train,0,True,19,"['Or', 'on', 'the', 'social', 'or', 'physical', 'environment', '—', 'the', 'replacement', 'of', 'companionably', 'unhygienic', 'slums', 'by', 'soulless', 'tower', 'blocks', 'with', 'broken', 'lifts', '(', 'Coleman', 'et', 'al', '.', ',']",broken,break,27,16
kcu-fragment02 2109,1,Twice you 've just I 'm watching you two !,VERB,VBG,6,train,1,True,6,"['Twice', 'you', ""'ve"", 'just', 'I', ""'m"", 'watching', 'you', 'two', '!']",watching,watch,10,12
b1g-fragment02 1084,0,"Since remote sensing data sets ( especially those pertaining to terrestrial areas of the globe ) typically need much pre-processing to calibrate , transform and then perform an inference process and hence convert measurements of the radiation reflected or emitted by small areas of ground into useful ( e.g. land cover ) data , the processing power required is going to be formidable .",VERB,VB,32,train,0,True,32,"['Since', 'remote', 'sensing', 'data', 'sets', '(', 'especially', 'those', 'pertaining', 'to', 'terrestrial', 'areas', 'of', 'the', 'globe', ')', 'typically', 'need', 'much', 'pre-processing', 'to', 'calibrate', ',', 'transform', 'and', 'then', 'perform', 'an', 'inference', 'process', 'and', 'hence', 'convert', 'measurements', 'of', 'the', 'radiation', 'reflected', 'or', 'emitted', 'by', 'small', 'areas', 'of', 'ground', 'into', 'useful', '(', 'e.g.', 'land', 'cover', ')', 'data', ',', 'the', 'processing', 'power', 'required', 'is', 'going', 'to', 'be', 'formidable', '.']",convert,convert,64,7
ccw-fragment04 1999,1,Ellen gave me an amused glance .,VERB,VBN,4,test,1,True,4,"['Ellen', 'gave', 'me', 'an', 'amused', 'glance', '.']",amused,amuse,7,5
amm-fragment02 1768,1,The balance of evidence seems to be swinging away from the original idea of swamp-dwelling giant dinosaurs to fully terrestrial habits .,VERB,VBG,7,train,1,True,7,"['The', 'balance', 'of', 'evidence', 'seems', 'to', 'be', 'swinging', 'away', 'from', 'the', 'original', 'idea', 'of', 'swamp-dwelling', 'giant', 'dinosaurs', 'to', 'fully', 'terrestrial', 'habits', '.']",swinging,swing,22,9
clw-fragment01 25,1,"In contrast , only a minority of girls express an interest in science at any age but there is no obvious swing from science in the middle and late teens .",VERB,VB,21,test,1,True,21,"['In', 'contrast', ',', 'only', 'a', 'minority', 'of', 'girls', 'express', 'an', 'interest', 'in', 'science', 'at', 'any', 'age', 'but', 'there', 'is', 'no', 'obvious', 'swing', 'from', 'science', 'in', 'the', 'middle', 'and', 'late', 'teens', '.']",swing,swing,31,9
fet-fragment01 74,1,"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",VERB,VBG,9,train,1,True,9,"['But', 'she', 'looked', 'briefly', 'down', ',', 'dazzled', 'by', 'the', 'flowing', 'skin', 'of', 'worked', 'and', 'delicate', 'colour', ';', 'the', 'blue', 'and', 'rose', 'tourbillons', 'of', 'the', 'mistral', 'on', 'the', 'sea', ',', 'the', 'prismatically', 'sliced', 'frosty', 'nimbus', 'round', 'the', 'mysterious', 'squat', 'stacks', '.']",flowing,flow,40,4
ab9-fragment03 880,1,The sergeant confirmed that that happened with bodies after a few days .,VERB,VBD,2,train,1,True,2,"['The', 'sergeant', 'confirmed', 'that', 'that', 'happened', 'with', 'bodies', 'after', 'a', 'few', 'days', '.']",confirmed,confirm,13,10
cb5-fragment02 3331,0,But enough light came from the landing on to which the door opened to silhouette the man standing there .,VERB,VBN,12,train,0,True,12,"['But', 'enough', 'light', 'came', 'from', 'the', 'landing', 'on', 'to', 'which', 'the', 'door', 'opened', 'to', 'silhouette', 'the', 'man', 'standing', 'there', '.']",opened,open,20,16
kbp-fragment09 3852,0,And erm we searched over north Wales first of all but phew no thank you .,VERB,VBD,3,train,0,True,3,"['And', 'erm', 'we', 'searched', 'over', 'north', 'Wales', 'first', 'of', 'all', 'but', 'phew', 'no', 'thank', 'you', '.']",searched,search,16,9
al2-fragment23 259,0,Costs were awarded to the members ' agents but not to Lloyd 's .,VERB,VBN,2,train,0,True,2,"['Costs', 'were', 'awarded', 'to', 'the', 'members', ""'"", 'agents', 'but', 'not', 'to', 'Lloyd', ""'s"", '.']",awarded,award,14,4
kbw-fragment17 6267,0,"She 's sort of got with children then because this erm testing , they 've got to a school work outside",VERB,VBG,11,train,0,True,11,"['She', ""'s"", 'sort', 'of', 'got', 'with', 'children', 'then', 'because', 'this', 'erm', 'testing', ',', 'they', ""'ve"", 'got', 'to', 'a', 'school', 'work', 'outside']",testing,test,21,8
clw-fragment01 160,1,"First , the pupils , teachers and practitioners of science are overwhelmingly male in terms of numbers ; second , school science is packaged and presented to appeal to boys , not girls ; third , classroom behaviours and interaction operate to reconstruct science as a male activity , and finally it has been suggested that ‘ scientific ’ thinking embodies an intrinsically masculine world view .",VERB,VB,42,test,1,True,42,"['First', ',', 'the', 'pupils', ',', 'teachers', 'and', 'practitioners', 'of', 'science', 'are', 'overwhelmingly', 'male', 'in', 'terms', 'of', 'numbers', ';', 'second', ',', 'school', 'science', 'is', 'packaged', 'and', 'presented', 'to', 'appeal', 'to', 'boys', ',', 'not', 'girls', ';', 'third', ',', 'classroom', 'behaviours', 'and', 'interaction', 'operate', 'to', 'reconstruct', 'science', 'as', 'a', 'male', 'activity', ',', 'and', 'finally', 'it', 'has', 'been', 'suggested', 'that', '‘', 'scientific', '’', 'thinking', 'embodies', 'an', 'intrinsically', 'masculine', 'world', 'view', '.']",reconstruct,reconstruct,67,3
cty-fragment03 505,1,But when the proof comes it also turns out to rest on the assumption that it is already true .,VERB,VB,10,test,1,True,10,"['But', 'when', 'the', 'proof', 'comes', 'it', 'also', 'turns', 'out', 'to', 'rest', 'on', 'the', 'assumption', 'that', 'it', 'is', 'already', 'true', '.']",rest,rest,20,16
ahb-fragment51 742,1,"If , in addition to finding a tenant , the agency is managing the let , you should be paid every month , less a tenant-finding fee of between two and four weeks ' rent .",VERB,VBG,12,train,1,True,12,"['If', ',', 'in', 'addition', 'to', 'finding', 'a', 'tenant', ',', 'the', 'agency', 'is', 'managing', 'the', 'let', ',', 'you', 'should', 'be', 'paid', 'every', 'month', ',', 'less', 'a', 'tenant-finding', 'fee', 'of', 'between', 'two', 'and', 'four', 'weeks', ""'"", 'rent', '.']",managing,manage,36,16
b1g-fragment02 1437,0,Hobeika and Jamei have tested MASSVAC on various evacuation scenarios for Virginia Beach City in order to determine evacuation times for flood and hurricane conditions .,VERB,VBN,4,train,0,True,4,"['Hobeika', 'and', 'Jamei', 'have', 'tested', 'MASSVAC', 'on', 'various', 'evacuation', 'scenarios', 'for', 'Virginia', 'Beach', 'City', 'in', 'order', 'to', 'determine', 'evacuation', 'times', 'for', 'flood', 'and', 'hurricane', 'conditions', '.']",tested,test,26,8
kbw-fragment04 2654,1,Well it might as well stay there .,VERB,VB,5,train,1,True,5,"['Well', 'it', 'might', 'as', 'well', 'stay', 'there', '.']",stay,stay,8,16
kbh-fragment04 399,0,"Terry phoned up asking what , Tuesday morning about quarter past eight said who was covering .",VERB,VBN,1,test,0,True,1,"['Terry', 'phoned', 'up', 'asking', 'what', ',', 'Tuesday', 'morning', 'about', 'quarter', 'past', 'eight', 'said', 'who', 'was', 'covering', '.']",phoned,phone,17,9
bmw-fragment09 2725,0,Outside the front entrance of the House of Mattli Paula turned to give him a quick impulsive hug .,VERB,VB,17,test,0,True,17,"['Outside', 'the', 'front', 'entrance', 'of', 'the', 'House', 'of', 'Mattli', 'Paula', 'turned', 'to', 'give', 'him', 'a', 'quick', 'impulsive', 'hug', '.']",hug,hug,19,3
a1g-fragment27 416,0,"Montenegro 's young and go-ahead leadership , which came to power this year amid furious popular dissatisfaction with the ‘ old men in grey suits ’ , sponsored the gathering of Nicholas 's surviving relatives — the first ‘ royal reunion ’ organised by a Communist government .",VERB,VBG,33,train,0,True,33,"['Montenegro', ""'s"", 'young', 'and', 'go-ahead', 'leadership', ',', 'which', 'came', 'to', 'power', 'this', 'year', 'amid', 'furious', 'popular', 'dissatisfaction', 'with', 'the', '‘', 'old', 'men', 'in', 'grey', 'suits', '’', ',', 'sponsored', 'the', 'gathering', 'of', 'Nicholas', ""'s"", 'surviving', 'relatives', '—', 'the', 'first', '‘', 'royal', 'reunion', '’', 'organised', 'by', 'a', 'Communist', 'government', '.']",surviving,survive,48,7
clw-fragment01 124,1,"However , very few of the teachers even recognized the issue as one of professional concern at the start of the project , and most of the first two years was spent in establishing the educational importance of the issue and working towards the development of feasible intervention strategies .",VERB,VB,18,test,1,True,18,"['However', ',', 'very', 'few', 'of', 'the', 'teachers', 'even', 'recognized', 'the', 'issue', 'as', 'one', 'of', 'professional', 'concern', 'at', 'the', 'start', 'of', 'the', 'project', ',', 'and', 'most', 'of', 'the', 'first', 'two', 'years', 'was', 'spent', 'in', 'establishing', 'the', 'educational', 'importance', 'of', 'the', 'issue', 'and', 'working', 'towards', 'the', 'development', 'of', 'feasible', 'intervention', 'strategies', '.']",start,start,50,16
kbc-fragment13 5994,0,I mean she was in Park Hospital for so long and then she was transferred to a nursing home in Thornton .,VERB,VBN,14,train,0,True,14,"['I', 'mean', 'she', 'was', 'in', 'Park', 'Hospital', 'for', 'so', 'long', 'and', 'then', 'she', 'was', 'transferred', 'to', 'a', 'nursing', 'home', 'in', 'Thornton', '.']",transferred,transfer,22,5
amm-fragment02 1679,0,"This specimen lies on a slab of mudstone , the specimen itself having been converted into coal-like material — that is , into carbon .",VERB,VBN,14,train,0,True,14,"['This', 'specimen', 'lies', 'on', 'a', 'slab', 'of', 'mudstone', ',', 'the', 'specimen', 'itself', 'having', 'been', 'converted', 'into', 'coal-like', 'material', '—', 'that', 'is', ',', 'into', 'carbon', '.']",converted,convert,25,7
a1h-fragment06 132,1,His personal preference for sculling over rowing assisted the introduction of quadruple sculls to world championship and Olympic competition .,VERB,VBN,7,train,1,True,7,"['His', 'personal', 'preference', 'for', 'sculling', 'over', 'rowing', 'assisted', 'the', 'introduction', 'of', 'quadruple', 'sculls', 'to', 'world', 'championship', 'and', 'Olympic', 'competition', '.']",assisted,assist,20,12
bpa-fragment14 2179,0,"Nell would never rest until she could get closer to confirm her worst suspicions , and paradoxically it was the woman in her that provided the intensity of emotion that would let nothing stand in her way .",VERB,VB,31,train,0,True,31,"['Nell', 'would', 'never', 'rest', 'until', 'she', 'could', 'get', 'closer', 'to', 'confirm', 'her', 'worst', 'suspicions', ',', 'and', 'paradoxically', 'it', 'was', 'the', 'woman', 'in', 'her', 'that', 'provided', 'the', 'intensity', 'of', 'emotion', 'that', 'would', 'let', 'nothing', 'stand', 'in', 'her', 'way', '.']",let,let,38,16
cb5-fragment02 3348,1,The moment the work was done he had ordered his coachman to drive him back to Millfield as fast as the horses would go .,VERB,VBN,8,train,1,True,8,"['The', 'moment', 'the', 'work', 'was', 'done', 'he', 'had', 'ordered', 'his', 'coachman', 'to', 'drive', 'him', 'back', 'to', 'Millfield', 'as', 'fast', 'as', 'the', 'horses', 'would', 'go', '.']",ordered,order,25,8
cb5-fragment02 3329,0,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",VERB,VB,8,train,0,True,8,"['Penetrating', 'her', 'sleep', 'she', 'had', 'heard', 'the', 'faint', 'click', 'of', 'the', 'door', 'latch', ',', 'and', 'then', 'the', 'familiar', 'squeak', 'of', 'the', 'hinge', 'as', 'the', 'door', 'to', 'her', 'room', 'slowly', 'opened', '.']",click,click,31,4
a3c-fragment05 223,0,"Perhaps a shimmering dry Martini cocktail ( minimum dilution , stirred , not shaken ; and served straight up ) looks even more refreshing , though its effect is that of a silver mallet .",VERB,VBN,16,train,0,True,16,"['Perhaps', 'a', 'shimmering', 'dry', 'Martini', 'cocktail', '(', 'minimum', 'dilution', ',', 'stirred', ',', 'not', 'shaken', ';', 'and', 'served', 'straight', 'up', ')', 'looks', 'even', 'more', 'refreshing', ',', 'though', 'its', 'effect', 'is', 'that', 'of', 'a', 'silver', 'mallet', '.']",served,serve,35,16
ew1-fragment01 69,1,The basis of recovery was then Law 's fighting capacities as leader .,VERB,VBG,8,train,1,True,8,"['The', 'basis', 'of', 'recovery', 'was', 'then', 'Law', ""'s"", 'fighting', 'capacities', 'as', 'leader', '.']",fighting,fight,13,16
fef-fragment03 637,1,"Since it is the equation formula that needs to be satisfied , we should choose the potential as a vector ( called , not without logic , the vector potential ) , defined by the equation formula .",VERB,VBN,32,train,1,True,32,"['Since', 'it', 'is', 'the', 'equation', 'formula', 'that', 'needs', 'to', 'be', 'satisfied', ',', 'we', 'should', 'choose', 'the', 'potential', 'as', 'a', 'vector', '(', 'called', ',', 'not', 'without', 'logic', ',', 'the', 'vector', 'potential', ')', ',', 'defined', 'by', 'the', 'equation', 'formula', '.']",defined,define,38,16
kbd-fragment07 2595,0,"you know , I , I that kind of stuff does n't draw punters generally , chart stuff cos the people who go",VERB,VB,22,train,0,True,22,"['you', 'know', ',', 'I', ',', 'I', 'that', 'kind', 'of', 'stuff', 'does', ""n't"", 'draw', 'punters', 'generally', ',', 'chart', 'stuff', 'cos', 'the', 'people', 'who', 'go']",go,go,23,16
ea7-fragment03 831,1,"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .",VERB,VBG,44,train,1,True,44,"['It', 'was', 'within', 'this', 'kind', 'of', 'environment', 'that', 'chivalry', 'flourished', ',', 'that', 'young', 'men', 'learned', 'to', 'identify', ',', 'their', 'vassalage', 'towards', 'their', 'lord', 'as', 'a', 'symbol', 'of', 'their', 'honour', ',', 'that', 'they', 'debated', 'the', 'relative', 'merits', 'of', 'Roland', ""'s"", 'and', 'Oliver', ""'s"", 'way', 'of', 'displaying', 'loyalty', ';', 'and', 'that', 'they', 'learned', 'the', 'finer', 'points', 'of', 'jousting', '.']",displaying,display,57,5
faj-fragment17 1875,0,‘ Our people also fought the Germans . ’,VERB,VBN,4,test,0,True,4,"['‘', 'Our', 'people', 'also', 'fought', 'the', 'Germans', '.', '’']",fought,fight,9,16
ab9-fragment03 947,0,"Peter Yeo , who had known this particular juggernaut since he had his first small factory and two stores and dirt under his fingernails from shifting packing-cases personally , was not fazed by the question .",VERB,VBG,25,train,0,True,25,"['Peter', 'Yeo', ',', 'who', 'had', 'known', 'this', 'particular', 'juggernaut', 'since', 'he', 'had', 'his', 'first', 'small', 'factory', 'and', 'two', 'stores', 'and', 'dirt', 'under', 'his', 'fingernails', 'from', 'shifting', 'packing-cases', 'personally', ',', 'was', 'not', 'fazed', 'by', 'the', 'question', '.']",shifting,shift,36,9
clp-fragment01 755,0,A particular difficulty about task synthesis is that there is no easy way of confirming completeness .,VERB,VBG,14,train,0,True,14,"['A', 'particular', 'difficulty', 'about', 'task', 'synthesis', 'is', 'that', 'there', 'is', 'no', 'easy', 'way', 'of', 'confirming', 'completeness', '.']",confirming,confirm,17,10
cdb-fragment04 884,1,"‘ Something that will interest you , Adam , something to make you sit up .",VERB,VB,13,train,1,True,13,"['‘', 'Something', 'that', 'will', 'interest', 'you', ',', 'Adam', ',', 'something', 'to', 'make', 'you', 'sit', 'up', '.']",sit,sit,16,16
b1g-fragment02 1547,1,"It is , for example , little use when recording a chemical spill into an Egyptian river to have entered into the appropriate field ‘ the Nile ’ — after all , this river is some 6480 km long !",VERB,VBN,19,train,1,True,19,"['It', 'is', ',', 'for', 'example', ',', 'little', 'use', 'when', 'recording', 'a', 'chemical', 'spill', 'into', 'an', 'Egyptian', 'river', 'to', 'have', 'entered', 'into', 'the', 'appropriate', 'field', '‘', 'the', 'Nile', '’', '—', 'after', 'all', ',', 'this', 'river', 'is', 'some', '6480', 'km', 'long', '!']",entered,enter,40,16
ew1-fragment01 120,0,"All these transactions were secret , for there would be little use in keeping a paper alive if it were known to be owned by a political party .",VERB,VBG,13,train,0,True,13,"['All', 'these', 'transactions', 'were', 'secret', ',', 'for', 'there', 'would', 'be', 'little', 'use', 'in', 'keeping', 'a', 'paper', 'alive', 'if', 'it', 'were', 'known', 'to', 'be', 'owned', 'by', 'a', 'political', 'party', '.']",keeping,keep,29,16
a8n-fragment19 316,0,"They held their line and competed hard in midfield , damping down Oldham 's initial verve and preparing themselves for more of the same in the second half .",VERB,VBD,5,train,0,True,5,"['They', 'held', 'their', 'line', 'and', 'competed', 'hard', 'in', 'midfield', ',', 'damping', 'down', 'Oldham', ""'s"", 'initial', 'verve', 'and', 'preparing', 'themselves', 'for', 'more', 'of', 'the', 'same', 'in', 'the', 'second', 'half', '.']",competed,compete,29,5
kb7-fragment48 13605,0,"You should of said well alright , I 'll take them away then took them right away then ,",VERB,VB,9,test,0,True,9,"['You', 'should', 'of', 'said', 'well', 'alright', ',', 'I', ""'ll"", 'take', 'them', 'away', 'then', 'took', 'them', 'right', 'away', 'then', ',']",take,take,19,16
acj-fragment01 8,1,"Even in crimes of violence which leave some permanent physical disfigurement or psychological effects , the victim retains his or her life and , therefore , the possibility of further pleasures and achievements , whereas death is final .",VERB,VBZ,17,train,1,True,17,"['Even', 'in', 'crimes', 'of', 'violence', 'which', 'leave', 'some', 'permanent', 'physical', 'disfigurement', 'or', 'psychological', 'effects', ',', 'the', 'victim', 'retains', 'his', 'or', 'her', 'life', 'and', ',', 'therefore', ',', 'the', 'possibility', 'of', 'further', 'pleasures', 'and', 'achievements', ',', 'whereas', 'death', 'is', 'final', '.']",retains,retain,39,7
a1n-fragment09 229,1,"Wales 's instant reaction , a try by Arthur Emyr , and subsequent steady improvement , bringing well-crafted tries for Emyr and Robert Jones , promised more than was later fulfilled .",VERB,VBN,25,train,1,True,25,"['Wales', ""'s"", 'instant', 'reaction', ',', 'a', 'try', 'by', 'Arthur', 'Emyr', ',', 'and', 'subsequent', 'steady', 'improvement', ',', 'bringing', 'well-crafted', 'tries', 'for', 'Emyr', 'and', 'Robert', 'Jones', ',', 'promised', 'more', 'than', 'was', 'later', 'fulfilled', '.']",promised,promise,32,9
a1g-fragment27 412,0,"‘ If I die abroad in exile , let my body rest in a temporary grave until my mortal remains be transferred to our dear homeland , ’ said the Montenegrin President , Branko Kostic , reading the royal will and testament to the crowds in Cetinje Square , who carried flags and portraits of Nicholas and his queen , Milena .",VERB,VBN,21,train,0,True,21,"['‘', 'If', 'I', 'die', 'abroad', 'in', 'exile', ',', 'let', 'my', 'body', 'rest', 'in', 'a', 'temporary', 'grave', 'until', 'my', 'mortal', 'remains', 'be', 'transferred', 'to', 'our', 'dear', 'homeland', ',', '’', 'said', 'the', 'Montenegrin', 'President', ',', 'Branko', 'Kostic', ',', 'reading', 'the', 'royal', 'will', 'and', 'testament', 'to', 'the', 'crowds', 'in', 'Cetinje', 'Square', ',', 'who', 'carried', 'flags', 'and', 'portraits', 'of', 'Nicholas', 'and', 'his', 'queen', ',', 'Milena', '.']",transferred,transfer,62,5
ahf-fragment63 1189,0,"But the most striking thing about Bagehot 's essay on Peel , in the light of the last full week of this election campaign , is that it simply does not apply to Major at all .",VERB,VBG,3,train,0,True,3,"['But', 'the', 'most', 'striking', 'thing', 'about', 'Bagehot', ""'s"", 'essay', 'on', 'Peel', ',', 'in', 'the', 'light', 'of', 'the', 'last', 'full', 'week', 'of', 'this', 'election', 'campaign', ',', 'is', 'that', 'it', 'simply', 'does', 'not', 'apply', 'to', 'Major', 'at', 'all', '.']",striking,strike,37,16
a3k-fragment11 140,0,"‘ The locals come for the entertainment , and to see who 's buying into their village , ’ observed one auction-goer .",VERB,VBN,19,train,0,True,19,"['‘', 'The', 'locals', 'come', 'for', 'the', 'entertainment', ',', 'and', 'to', 'see', 'who', ""'s"", 'buying', 'into', 'their', 'village', ',', '’', 'observed', 'one', 'auction-goer', '.']",observed,observe,23,12
ccw-fragment04 2056,0,I grimaced .,VERB,VBD,1,test,0,True,1,"['I', 'grimaced', '.']",grimaced,grimace,3,2
a1p-fragment03 84,1,The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points .,VERB,VBN,2,train,1,True,2,"['The', 'conference', 'opened', 'with', 'Labour', 'buoyed', 'by', 'a', 'series', 'of', 'weekend', 'opinion', 'polls', 'giving', 'leads', 'of', 'from', '5', 'to', '12', 'points', '.']",opened,open,22,16
ab9-fragment03 940,1,"‘ I never see how they get the sales per square foot in these places , ’ Barton observed , without further greeting .",VERB,VBN,18,train,1,True,18,"['‘', 'I', 'never', 'see', 'how', 'they', 'get', 'the', 'sales', 'per', 'square', 'foot', 'in', 'these', 'places', ',', '’', 'Barton', 'observed', ',', 'without', 'further', 'greeting', '.']",observed,observe,24,12
a1l-fragment01 35,1,"The couple still maintain close links with local schools , where they spend hours researching , sketching and absorbing jokes .",VERB,VB,3,train,1,True,3,"['The', 'couple', 'still', 'maintain', 'close', 'links', 'with', 'local', 'schools', ',', 'where', 'they', 'spend', 'hours', 'researching', ',', 'sketching', 'and', 'absorbing', 'jokes', '.']",maintain,maintain,21,10
kbp-fragment09 3698,1,"I see , yes , yeah .",VERB,VB,1,train,1,True,1,"['I', 'see', ',', 'yes', ',', 'yeah', '.']",see,see,7,16
b1g-fragment02 1344,0,"The examples described below illustrate all these , though as yet there do not appear to be many instances of disasters in the management of which GIS has played a significant part .",VERB,VBP,14,train,0,True,14,"['The', 'examples', 'described', 'below', 'illustrate', 'all', 'these', ',', 'though', 'as', 'yet', 'there', 'do', 'not', 'appear', 'to', 'be', 'many', 'instances', 'of', 'disasters', 'in', 'the', 'management', 'of', 'which', 'GIS', 'has', 'played', 'a', 'significant', 'part', '.']",appear,appear,33,16
kb7-fragment10 2307,0,"You 'd got the toilet there and behind the door , I mean you had to sort of squeeze yourself and shut the door , and behind the door was a shower .",VERB,VB,18,train,0,True,18,"['You', ""'d"", 'got', 'the', 'toilet', 'there', 'and', 'behind', 'the', 'door', ',', 'I', 'mean', 'you', 'had', 'to', 'sort', 'of', 'squeeze', 'yourself', 'and', 'shut', 'the', 'door', ',', 'and', 'behind', 'the', 'door', 'was', 'a', 'shower', '.']",squeeze,squeeze,33,5
cdb-fragment02 471,1,He took Adam on to Sudbury for him to catch a train there and at that point they parted .,VERB,VB,9,train,1,True,9,"['He', 'took', 'Adam', 'on', 'to', 'Sudbury', 'for', 'him', 'to', 'catch', 'a', 'train', 'there', 'and', 'at', 'that', 'point', 'they', 'parted', '.']",catch,catch,20,16
ac2-fragment06 1493,0,I 've built plants and managed them .,VERB,VBN,5,train,0,True,5,"['I', ""'ve"", 'built', 'plants', 'and', 'managed', 'them', '.']",managed,manage,8,16
ccw-fragment03 1601,0,"He was emerging in stately fashion from Wavebreaker 's companionway and , though I could see he was tall and lanky and had a ponytail of hair , I could make out no details of his face .",VERB,VBG,2,train,0,True,2,"['He', 'was', 'emerging', 'in', 'stately', 'fashion', 'from', 'Wavebreaker', ""'s"", 'companionway', 'and', ',', 'though', 'I', 'could', 'see', 'he', 'was', 'tall', 'and', 'lanky', 'and', 'had', 'a', 'ponytail', 'of', 'hair', ',', 'I', 'could', 'make', 'out', 'no', 'details', 'of', 'his', 'face', '.']",emerging,emerge,38,14
b1g-fragment02 1264,0,Included in protection are methods for detecting likely hazard events and in warning those likely to be affected .,VERB,VBG,12,train,0,True,12,"['Included', 'in', 'protection', 'are', 'methods', 'for', 'detecting', 'likely', 'hazard', 'events', 'and', 'in', 'warning', 'those', 'likely', 'to', 'be', 'affected', '.']",warning,warn,19,10
a3m-fragment02 85,1,"Although they will slip through the city centre serving the essential parts — shopping malls , leisure centres , theme parks , amusement arcades and museums — the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",VERB,VBG,8,test,1,True,8,"['Although', 'they', 'will', 'slip', 'through', 'the', 'city', 'centre', 'serving', 'the', 'essential', 'parts', '—', 'shopping', 'malls', ',', 'leisure', 'centres', ',', 'theme', 'parks', ',', 'amusement', 'arcades', 'and', 'museums', '—', 'the', 'Manchester', 'supertrams', 'will', 'also', 'head', 'out', 'of', 'town', 'on', 'a', 'mix', 'of', 'reserved', 'track', 'and', 'existing', 'railway', 'lines', '.']",serving,serve,47,16
ahb-fragment51 747,1,"If the owner is abroad , the agent will also collect tax at the standard rate of 25 per cent , which will be deducted from your monthly rent cheque .",VERB,VB,10,train,1,True,10,"['If', 'the', 'owner', 'is', 'abroad', ',', 'the', 'agent', 'will', 'also', 'collect', 'tax', 'at', 'the', 'standard', 'rate', 'of', '25', 'per', 'cent', ',', 'which', 'will', 'be', 'deducted', 'from', 'your', 'monthly', 'rent', 'cheque', '.']",collect,collect,31,14
a1e-fragment01 7,0,"There are other things he has , on his own admission , not fully investigated , like the value of the DRG properties , or which part of the DRG business he would keep after the break up .",VERB,VB,36,train,0,True,36,"['There', 'are', 'other', 'things', 'he', 'has', ',', 'on', 'his', 'own', 'admission', ',', 'not', 'fully', 'investigated', ',', 'like', 'the', 'value', 'of', 'the', 'DRG', 'properties', ',', 'or', 'which', 'part', 'of', 'the', 'DRG', 'business', 'he', 'would', 'keep', 'after', 'the', 'break', 'up', '.']",break,break,39,16
crs-fragment01 113,1,"Finally , it was felt that unless the attitudes of advisers and information-givers became more positive towards integration , none of the recommendations could be effective .",VERB,VBD,4,train,1,True,4,"['Finally', ',', 'it', 'was', 'felt', 'that', 'unless', 'the', 'attitudes', 'of', 'advisers', 'and', 'information-givers', 'became', 'more', 'positive', 'towards', 'integration', ',', 'none', 'of', 'the', 'recommendations', 'could', 'be', 'effective', '.']",felt,felt,27,16
cdb-fragment02 484,1,So long as there was no hunt for a missing girl they had felt themselves reasonably safe .,VERB,VBD,13,train,1,True,13,"['So', 'long', 'as', 'there', 'was', 'no', 'hunt', 'for', 'a', 'missing', 'girl', 'they', 'had', 'felt', 'themselves', 'reasonably', 'safe', '.']",felt,felt,18,16
kbh-fragment41 5279,0,"Right you stay there , mummy get the dog food .",VERB,VB,2,train,0,True,2,"['Right', 'you', 'stay', 'there', ',', 'mummy', 'get', 'the', 'dog', 'food', '.']",stay,stay,11,16
